"scientific_name","taxonomy_id","entry_counts","rank","domain","virus_genome","virus_strand","virus_strand_sense","virus_capsid","virus_capsid_symmetry","pathogen","pathogen_host","volunteer_name","source","reference"
"Hantavirus Monongahela-1",42356,2,"species","Virus","RNA","ss","","Enveloped","Incongruent","Yes","Animal","Odinakhon Shamieva Mikaila Corriders","TMD","Yoshimatsu, Kumiko, and Jiro Arikawa. “Serological Diagnosis with Recombinant N Antigen for Hantavirus Infection.” Virus Research, vol. 187, July 2014, pp. 77–83. ScienceDirect, doi:10.1016/j.virusres.2013.12.040.

Taxonomy Browser (Hantavirus Monongahela-1). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=42356. Accessed 12 May 2020. “Monongahela Virus.” Wikipedia, 26 Sept. 2019. Wikipedia, https://en.wikipedia.org/w/index.php?title=Monongahela_virus&oldid=918029755.

Rhodes III, Luther. “Hantavirus Pulmonary Syndrome Associated with Monongahela Virus, Pennsylvania.” Emerging Infectious Diseases, vol. 6, no. 6, Dec. 2000, pp. 616–21. DOI.org (Crossref), doi:10.3201/eid0606.000610.

Rhodes, L. V., et al. “Hantavirus Pulmonary Syndrome Associated with Monongahela Virus, Pennsylvania.” Emerging Infectious Diseases, vol. 6, no. 6, 2000, pp. 616–21.

Peters, C. J., and Ali S. Khan. “Hantavirus Pulmonary Syndrome: The New American Hemorrhagic Fever.” Clinical Infectious Diseases, vol. 34, no. 9, May 2002, pp. 1224–31. academic.oup.com, doi:10.1086/339864.

Avšič-Županc, T., et al. “Hantavirus Infections.” Clinical Microbiology and Infection, vol. 21, Apr. 2019, pp. e6–16. ScienceDirect, doi:10.1111/1469-0691.12291."
"Hantavirus Monongahela-2",42357,2,"species","Virus","RNA","ss","","Enveloped","Incongruent","Yes","Animal Human","Mikaila Corriders Odinakhon Shamieva","TMD","Taxonomy Browser (Hantavirus Monongahela-2). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=42357. Accessed 9 May 2020.

Albariño, César G., et al. “Complete Genome Sequences of Monongahela Hantavirus from Pennsylvania, USA.” Microbiology Resource Announcements, vol. 7, no. 11, Sept. 2018. mra.asm.org, doi:10.1128/MRA.00928-18.

“Hantavirus Pulmonary Syndrome.” Medscape, http://www.medscape.com/viewarticle/414793. Accessed 9 May 2020.

Glycoprotein - Hantavirus Monongahela-1. https://www.uniprot.org/uniprot/Q80846. Accessed 9 May 2020. Albariño, César G., et al. “Complete Genome Sequences of Monongahela Hantavirus from Pennsylvania, USA.” Microbiology Resource Announcements, vol. 7, no. 11, Sept. 2018. mra.asm.org, doi:10.1128/MRA.00928-18.


Rhodes, Luther V., et al. Hantavirus Pulmonary Syndrome Associated with Monongahela Virus, Pennsylvania - Volume 6, Number 6—December 2000 - Emerging Infectious Diseases Journal - CDC. wwwnc.cdc.gov, doi:10.3201/eid0606.000610. Accessed 12 May 2020."
"Hantavirus Monongahela-3",42358,2,"species","Virus","RNA","ss","","Enveloped","Incongruent","Yes","Animal","Odinakhon Shamieva Mikaila Corriders","TMD","Avšič-Županc, T., et al. “Hantavirus Infections.” Clinical Microbiology and Infection, vol. 21, Apr. 2019, pp. e6–16. ScienceDirect, doi:10.1111/1469-0691.12291.

Rhodes, Luther V., et al. Hantavirus Pulmonary Syndrome Associated with Monongahela Virus, Pennsylvania - Volume 6, Number 6—December 2000 - Emerging Infectious Diseases Journal - CDC. wwwnc.cdc.gov, doi:10.3201/eid0606.000610. Accessed 12 May 2020. Taxonomy Browser (Hantavirus Monongahela-3). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=42358. Accessed 9 May 2020.

Rhodes, Luther V., et al. Hantavirus Pulmonary Syndrome Associated with Monongahela Virus, Pennsylvania - Volume 6, Number 6—December 2000 - Emerging Infectious Diseases Journal - CDC. wwwnc.cdc.gov, doi:10.3201/eid0606.000610. Accessed 9 May 2020.

Taxonomy Summary. https://www.genome.jp/tools-bin/taxsummary?id=1980410&col=species. Accessed 9 May 2020."
"Hantavirus CJAp705",424379,1,"no_rank","Virus","Unknown","Unknown","Unknown","Unknown","","Unknown","","Faria Haq","TMD","N - Nucleocapsid Protein - Hantavirus HTN/Far East/4296 - N Gene & Protein. https://www.uniprot.org/uniprot/Q9QF66. Accessed 31 Aug. 2020."
"Bandicota indica rhadinovirus 2",425186,3,"species","Virus","DNA","Unknown","Unknown","Unknown","Icosahedral","Unknown","Unknown","Danying Guan David Arce Deepshikha Kewlani","TMD","Santos, F. A. Abade dos, et al. “First Description of a Herpesvirus Infection in Genus Lepus.” PLOS ONE, vol. 15, no. 4, Apr. 2020, p. e0231795. PLoS Journals, doi:10.1371/journal.pone.0231795. Bandicota Indica Rhadinovirus 2 DNA Polymerase (DPOL) Gene, Partial Cds. July 2016. NCBI Nucleotide Database, 125661897, NCBI Nucleotide, http://www.ncbi.nlm.nih.gov/nuccore/EF128041.1.

Ehlers, Bernhard, et al. “Identification of Novel Rodent Herpesviruses, Including the First Gammaherpesvirus of Mus Musculus.” Journal of Virology, vol. 81, no. 15, Aug. 2007, pp. 8091–100. DOI.org (Crossref), doi:10.1128/JVI.00255-07.

Rhadinovirus ~ ViralZone Page. https://viralzone.expasy.org/186. Accessed 31 Aug. 2020. NA"
"Rotavirus G9",42567,3,"no_rank","Virus","RNA","ds","Unknown","Unknown","Icosahedral","Yes","Human","Jose Agregado Jonathan Gao Joo Sun Priscilla Mun","TMD","Hoshino, Yasutaka, et al. “Rotavirus Serotype G9 Strains Belonging to VP7 Gene Phylogenetic Sequence Lineage 1 May Be More Suitable for Serotype G9 Vaccine Candidates than Those Belonging to Lineage 2 or 3.” Journal of Virology, vol. 78, no. 14, July 2004, pp. 7795–802. PubMed Central, doi:10.1128/JVI.78.14.7795-7802.2004. Martella, Vito, et al. “Detection of the Emerging Rotavirus G9 Serotype at High Frequency in Italy.” Journal of Clinical Microbiology, vol. 41, no. 8, Aug. 2003, pp. 3960–63. PubMed Central, doi:10.1128/JCM.41.8.3960-3963.2003.

“Rotavirus - Symptoms and Causes.” Mayo Clinic, https://www.mayoclinic.org/diseases-conditions/rotavirus/symptoms-causes/syc-20351300. Accessed 21 Dec. 2020.

Rotavirus ~ ViralZone Page. https://viralzone.expasy.org/107?outline=all_by_species. Accessed 21 Dec. 2020. Hoshino, Yasutaka, et al. “Rotavirus Serotype G9 Strains Belonging to VP7 Gene Phylogenetic Sequence Lineage 1 May Be More Suitable for Serotype G9 Vaccine Candidates than Those Belonging to Lineage 2 or 3.” Journal of Virology, vol. 78, no. 14, July 2004, pp. 7795–802. PubMed Central, doi:10.1128/JVI.78.14.7795-7802.2004."
"Echinochloa hoja blanca tenuivirus",42630,2,"species","Virus","RNA","ss","","Naked","Incongruent","Yes","Plant","Mikaila Corriders Odinakhon Shamieva","TMD","de Miranda, J. R., et al. “Sequence of Echinochloa Hoja Blanca Tenuivirus RNA-5.” Virus Genes, vol. 12, no. 2, 1996, pp. 131–34. PubMed, doi:10.1007/BF00572951.

de Miranda, Joachim R., et al. “Sequence of Echinochloa Hoja Blanca Tenuivirus RNA-5.” Virus Genes, vol. 12, no. 2, Jan. 1996, pp. 131–34. Springer Link, doi:10.1007/BF00572951.

King, Andrew M. Q., et al., editors. “Genus - Tenuivirus.” Virus Taxonomy, Elsevier, 2012, pp. 771–76. ScienceDirect, doi:10.1016/B978-0-12-384684-6.00064-1.

Gaafar, Yahya Z. A., et al. “A Divergent Strain of Melon Chlorotic Spot Virus Isolated from Black Medic (Medicago Lupulina) in Austria.” Virology Journal, vol. 16, no. 1, July 2019, p. 89. BioMed Central, doi:10.1186/s12985-019-1195-8.

Tenuivirus ~ ViralZone Page. https://viralzone.expasy.org/502?outline=all_by_species. Accessed 9 May 2020.

“Tenuivirus.” Wikipedia, 7 May 2020. Wikipedia, https://en.wikipedia.org/w/index.php?title=Tenuivirus&oldid=955306307. Tenuivirus ~ ViralZone Page. https://viralzone.expasy.org/502. Accessed 11 May 2020.

de Miranda, J. R., et al. “Sequence of Echinochloa Hoja Blanca Tenuivirus RNA-5.” Virus Genes, vol. 12, no. 2, 1996, pp. 131–34. PubMed, doi:10.1007/BF00572951."
"Solenopsis invicta tenuivirus",426419,1,"species","Virus","RNA","ss","Unknown","Naked","Unknown","Yes","Animal","Shela Akhtar","TMD","Xavier, César A. D., et al. “Ever-Increasing Viral Diversity Associated with the Red Imported Fire Ant Solenopsis Invicta (Formicidae: Hymenoptera).” BioRxiv, Aug. 2020, p. 2020.08.11.245274. www.biorxiv.org, doi:10.1101/2020.08.11.245274.

Valles, Steven M., et al. “Phenology, Distribution, and Host Specificity of Solenopsis Invicta Virus-1.” Journal of Invertebrate Pathology, vol. 96, no. 1, Sept. 2007, pp. 18–27. DOI.org (Crossref), doi:10.1016/j.jip.2007.02.006.

Valles SM, Strong CA, Hunter WB, Dang PM, Pereira RM, Oi DH, Williams DF. Expressed sequence tags from the red imported fire ant, Solenopsis invicta: annotation and utilization for discovery of viruses. J Invertebr Pathol. 2008 Sep;99(1):74-81. doi: 10.1016/j.jip.2008.01.004. Epub 2008 Feb 1. PMID: 18329665."
"Oliveros mammarenavirus",42764,2,"species","Virus","RNA","ss","","Enveloped","Incongruent","Yes","Animal","Mikaila Corriders Odinakhon Shamieva","TMD","Taxonomy Browser (Oliveros Mammarenavirus). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=42764. Accessed 9 May 2020.

Mammarenavirus ~ ViralZone Page. https://viralzone.expasy.org/83. Accessed 9 May 2020.

Oliveros Mammarenavirus. https://www.genome.jp/virushostdb/42764. Accessed 9 May 2020.

N - Nucleoprotein - Oliveros Mammarenavirus (Isolate Mouse/Argentina/RIID 3229/1990) (OLVV) - N Gene & Protein. https://www.uniprot.org/uniprot/Q84169. Accessed 9 May 2020.

“Mammarenavirus.” Wikipedia, 7 May 2020. Wikipedia, https://en.wikipedia.org/w/index.php?title=Mammarenavirus&oldid=955296613. “Genus: Mammarenavirus - Arenaviridae - Bunyavirales.” International Committee on Taxonomy of Viruses (ICTV), https://talk.ictvonline.org/ictv-reports/ictv_online_report/negative-sense-rna-viruses/bunyavirales/w/arenaviridae/1117/genus-mammarenavirus. Accessed 11 May 2020.

GPC - Pre-Glycoprotein Polyprotein GP Complex - Oliveros Mammarenavirus (Isolate Mouse/Argentina/RIID 3229/1990) (OLVV) - GPC Gene & Protein. https://www.uniprot.org/uniprot/Q84168. Accessed 11 May 2020.

Mammarenavirus ~ ViralZone Page. https://viralzone.expasy.org/83. Accessed 11 May 2020.

L - RNA-Directed RNA Polymerase L - Oliveros Mammarenavirus (Isolate Mouse/Argentina/RIID 3229/1990) (OLVV) - L Gene & Protein. https://www.uniprot.org/uniprot/Q6XQH7. Accessed 11 May 2020."
"Human coxsackievirus A20b",42781,1,"no_rank","Virus","RNA","ss","Positive_strand","Naked","Icosahedral","Yes","Human","Afsana Rahman","TMD","Taxonomy Browser (Human Coxsackievirus A20b). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?name=human+coxsackievirus+A20b. Accessed 27 Sept. 2020.
Enterovirus ~ ViralZone Page. https://viralzone.expasy.org/97. Accessed 27 Sept. 2020."
"Coxsackievirus A22",42783,3,"serotype","Virus","RNA","ss","Positive_strand","Naked","Icosahedral","Yes","Human","Styliana Maimos Sreevatshan Srinivasan Suriya Islam","TMD","Enterovirus C - an Overview | ScienceDirect Topics. https://www.sciencedirect.com/topics/medicine-and-dentistry/enterovirus-c#:~:text=Enteroviruses%20are%20small%20(30%20nm,sense%20single%2Dstranded%20RNA%20genome. Accessed 6 Nov. 2020.

Tokarz, Rafal, et al. “Genomic Analysis of Coxsackieviruses A1, A19, A22, Enteroviruses 113 and 104: Viruses Representing Two Clades with Distinct Tropism within Enterovirus C.” Journal of General Virology, vol. 94, no. 9, Sept. 2013, pp. 1995–2004. DOI.org (Crossref), doi:10.1099/vir.0.053462-0. Hulo, Chantal, et al. ‘ViralZone: A Knowledge Resource to Understand Virus Diversity’. Nucleic Acids Research, vol. 39, no. suppl_1, Jan. 2011, pp. D576–82. DOI.org (Crossref), doi:10.1093/nar/gkq901. Enteroviruses - an Overview | ScienceDirect Topics. https://www.sciencedirect.com/topics/neuroscience/enteroviruses. Accessed 9 Nov. 2020.
Yip, Cyril C. Y., et al. “Complete Genome Sequence of a Coxsackievirus A22 Strain in Hong Kong Reveals a Natural Intratypic Recombination Event.” Journal of Virology, vol. 85, no. 22, Nov. 2011, pp. 12098–99. PubMed Central, doi:10.1128/JVI.05944-11."
"Hamster parvovirus",42843,2,"species","Virus","DNA","Incongruent","","Naked","Icosahedral","Yes","Animal","Mikaila Corriders Odinakhon Shamieva","TMD","Hamster Parvovirus. http://dora.missouri.edu/hamsters/hamster-parvovirus/. Accessed 9 May 2020.

Christie, Rachel D., et al. “Experimental Infection of Mice with Hamster Parvovirus: Evidence for Interspecies Transmission of Mouse Parvovirus 3.” Comparative Medicine, vol. 60, no. 2, Apr. 2010, pp. 123–29.

Christie, Rachel D., et al. “Experimental Infection of Mice with Hamster Parvovirus: Evidence for Interspecies Transmission of Mouse Parvovirus 3.” Comparative Medicine, vol. 60, no. 2, Apr. 2010, pp. 123–29.

“Hamster Polyomavirus.” Wikipedia, 7 May 2020. Wikipedia, https://en.wikipedia.org/w/index.php?title=Hamster_polyomavirus&oldid=955291670. H-1 Parvovirus - an Overview | ScienceDirect Topics. https://www.sciencedirect.com/topics/medicine-and-dentistry/h-1-parvovirus. Accessed 11 May 2020.

Parvoviridae ~ ViralZone Page. https://viralzone.expasy.org/103?outline=all_by_species. Accessed 11 May 2020."
"Ebola virus Yambio0401",428691,3,"no_rank","Virus","RNA","Unknown","Negative_strand","Unknown","Helical","Yes","Human","Michael Suarez-Villamil Mayumi Gurung Milana Kaziyeva","TMD","Taxonomy Browser (Ebola Virus Yambio0401). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=428691&lvl=3&lin=f&keep=1&srchmode=1&unlock. Accessed 23 Oct. 2020.
Virus Pathogen Database and Analysis Resource (ViPR) - Filoviridae - Ebolavirus Sudan Ebolavirus Strain Yambio0401. https://www.viprbrc.org/brc/viprStrainDetails.spg?ncbiAccession=EF183506&decorator=filo_ebola&context=1596934166325. Accessed 23 Oct. 2020.
ViruSITE - Taxonomy Browser. http://www.virusite.org/index.php?nav=browse&fields=1&query1=Ebolavirus&field1=virus.name&search=Search. Accessed 23 Oct. 2020. Ebolavirus ~ ViralZone Page. https://viralzone.expasy.org/207. Accessed 23 Oct. 2020.

Taxonomy Browser (Root). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi. Accessed 23 Oct. 2020. Aryal, Sagar. “Structure of Ebola Virus.” Microbiology Info.Com, 5 Nov. 2014, https://microbiologyinfo.com/structure-of-ebola-virus/.


Ebolavirus ~ ViralZone Page. https://viralzone.expasy.org/207. Accessed 23 Dec. 2020.


Huang, Yue, et al. “The Assembly of Ebola Virus Nucleocapsid Requires Virion-Associated Proteins 35 and 24 and Posttranslational Modification of Nucleoprotein.” Molecular Cell, vol. 10, no. 2, Aug. 2002, pp. 307–16. PubMed, doi:10.1016/s1097-2765(02)00588-9.

Taxonomy Browser (Root). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi. Accessed 22 Dec. 2020.


ViruSITE - Taxonomy Browser. http://www.virusite.org/index.php?nav=browse&query1=NC_006432&field1=genome.id&detail=true. Accessed 23 Dec. 2020.


Virus Pathogen Database and Analysis Resource (ViPR) - Filoviridae - Genome Database with Visualization and Analysis Tools. https://www.viprbrc.org/brc/home.spg?decorator=filo_ebola. Accessed 23 Dec. 2020."
"Infectious hematopoietic necrosis virus - WRAC",429314,3,"no_rank","Virus","RNA","ss","Negative_strand","Enveloped","Helical","Yes","Animal","Donghun Han Dunia Climaco Dwayne Seeram","TMD","Taxonomy Browser (Infectious Hematopoietic Necrosis Virus - WRAC). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=429314. Accessed 20 Nov. 2020.

Novirhabdovirus ~ ViralZone Page. https://viralzone.expasy.org/76. Accessed 20 Nov. 2020.

Ammayappan, Arun, et al. “Molecular Characterization of the Virulent Infectious Hematopoietic Necrosis Virus (IHNV) Strain 220-90.” Virology Journal, vol. 7, no. 1, Jan. 2010, p. 10. BioMed Central, doi:10.1186/1743-422X-7-10. “Comparative Analysis of the Course of Infection and the Immune Response in Rainbow Trout (Oncorhynchus Mykiss) Infected with the 5 Genotypes of Infectious Hematopoietic Necrosis Virus.” Virology, vol. 552, Jan. 2021, pp. 20–31. www.sciencedirect.com, doi:10.1016/j.virol.2020.09.003.

Morzunov, Sergey P., et al. “The Complete Genome Structure and Phylogenetic Relationship of Infectious Hematopoietic Necrosis Virus.” Virus Research, vol. 38, no. 2, Oct. 1995, pp. 175–92. ScienceDirect, doi:10.1016/0168-1702(95)00056-V. Yong, Chean Yeah, et al. “Infectious Hematopoietic Necrosis Virus: Advances in Diagnosis and Vaccine Development.” PeerJ, vol. 7, July 2019. PubMed Central, doi:10.7717/peerj.7151.

Genus: Novirhabdovirus - Rhabdoviridae - Negative-Sense RNA Viruses - ICTV. https://talk.ictvonline.org/ictv-reports/ictv_online_report/negative-sense-rna-viruses/w/rhabdoviridae/796/genus-novirhabdovirus. Accessed 3 Jan. 2021."
"Atlantic salmon reovirus TS",429743,3,"no_rank","Virus","RNA","ds","Incongruent","Naked","Icosahedral","Yes","Animal","Ansh Sharma Anita Guan Aniqua Tultul","TMD","Finstad, Øystein Wessel, et al. “Piscine Orthoreovirus (PRV) Infects Atlantic Salmon Erythrocytes.” Veterinary Research, vol. 45, no. 1, Apr. 2014, p. 35. BioMed Central, doi:10.1186/1297-9716-45-35. Aquareovirus ~ ViralZone Page. https://viralzone.expasy.org/605?outline=all_by_species. Accessed 21 Dec. 2020. Virus Pathogen Database and Analysis Resource (ViPR) - Reoviridae -. https://www.viprbrc.org/brc/viprDetails.spg?ncbiAccession=HM453201&decorator=reo&context=1606368168310. Accessed 27 Nov. 2020.

NCBI Virus. https://www.ncbi.nlm.nih.gov/labs/virus/vssi/#/virus?SeqType_s=Protein&VirusLineage_ss=Atlantic%20salmon%20reovirus%20TS,%20taxid:429743. Accessed 27 Nov. 2020.

Polinski, Mark P., et al. “Piscine Orthoreovirus Demonstrates High Infectivity but Low Virulence in Atlantic Salmon of Pacific Canada.” Scientific Reports, vol. 9, no. 1, Mar. 2019, p. 3297. www.nature.com, doi:10.1038/s41598-019-40025-7."
"Microtus arvalis cytomegalovirus 1",431627,2,"species","Virus","DNA","ds","Unknown","Enveloped","Incongruent","Yes","Animal","Adriana Kaganovski Adrian David Aguilar","TMD","Diosi, P., et al. “Identification of a Cytomegalovirus Recovered from Field Mice.” Pathobiology, vol. 38, no. 3, 1972, pp. 178–83. www.karger.com, doi:10.1159/000162404. Diosi, P., et al. “Identification of a Cytomegalovirus Recovered from Field Mice.” Pathobiology, vol. 38, no. 3, 1972, pp. 178–83. www.karger.com, doi:10.1159/000162404.

Cytomegalovirus ~ ViralZone Page. https://viralzone.expasy.org/180?outline=all_by_species. Accessed 7 Dec. 2020."
"Bean common mosaic necrosis virus",43240,1,"no_rank","Virus","RNA","ss","Positive_strand","Unknown","","Yes","Plant","Grace Han","TMD","Worrall, Elizabeth A., et al. “Bean Common Mosaic Virus and Bean Common Mosaic Necrosis Virus: Relationships, Biology, and Prospects for Control.” Advances in Virus Research, vol. 93, 2015, pp. 1–46. PubMed, doi:10.1016/bs.aivir.2015.04.002."
"unidentified phycodnavirus clone OTU1",43241,3,"species","Virus","DNA","ds","","Enveloped","Icosahedral","Yes","Animal","Mikaila Corriders Odinakhon Shamieva Odinakhon Shamieva","TMD","Unidentified Phycodnavirus Clone OTU1 DNA Polymerase Gene, Partial Cds. July 2016. NCBI Nucleotide Database, 1304465, NCBI Nucleotide, http://www.ncbi.nlm.nih.gov/nuccore/U36931.1.

Taxonomy Browser (Unidentified Phycodnavirus Clone OTU1). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=43241&lvl=3&lin=f&keep=1&srchmode=1&unlock. Accessed 9 May 2020.

Europe PMC. https://europepmc.org/article/pmc/pmc168073. Accessed 9 May 2020. 

“Phycodnaviridae.” Wikipedia, 16 Apr. 2020. Wikipedia, https://en.wikipedia.org/w/index.php?title=Phycodnaviridae&oldid=951254770. Europe PMC. https://europepmc.org/article/med/8702280. Unidentified Phycodnavirus Clone OTU1 DNA Polymerase Gene, Partial Cds. July 2016. NCBI Nucleotide Database, 1304465, NCBI Nucleotide, http://www.ncbi.nlm.nih.gov/nuccore/U36931.1."
"unidentified phycodnavirus clone OTU2",43242,3,"species","Virus","DNA","ds","","Enveloped","Incongruent","Yes","Bacteria Plant","Thaif Laskar Silvia María Gómez López Suriya Islam","TMD","Chen, F., Suttle, C. A., & Short, S. M. (1996). Genetic diversity in marine algal virus communities as revealed by sequence analysis of DNA polymerase genes. Applied and Environmental Microbiology, 62(8), 2869–2874.

Unidentified phycodnavirus clone OTU2 DNA polymerase gene, partial cds (1304467). (2016). NCBI Nucleotide Database. http://www.ncbi.nlm.nih.gov/nuccore/U36932.1

Phycodnaviridae ~ ViralZone page. (n.d.). Retrieved May 11, 2020, from https://viralzone.expasy.org/145?outline=all_by_species -Chen, F., et al. «Genetic Diversity in Marine Algal Virus Communities as Revealed by Sequence Analysis of DNA Polymerase Genes.» Applied and Environmental Microbiology, vol. 62, n.o 8, 1996, pp. 2869-74. DOI.org (Crossref), doi:10.1128/AEM.62.8.2869-2874.1996.

-Short, Sm, y Cm Short. «Diversity of Algal Viruses in Various North American Freshwater Environments». Aquatic Microbial Ecology, vol. 51, abril de 2008, pp. 13-21. DOI.org (Crossref), doi:10.3354/ame01183.

-Larsen, J. B., et al. «Phylogenetic Analysis of Members of the Phycodnaviridae Virus Family, Using Amplified Fragments of the Major Capsid Protein Gene». Applied and Environmental Microbiology, vol. 74, n.o 10, mayo de 2008, pp. 3048-57. DOI.org (Crossref), doi:10.1128/AEM.02548-07. Europe PMC. https://europepmc.org/article/pmc/pmc168073. Accessed 8 May 2020.
Unidentified Phycodnavirus Clone OTU2 DNA Polymerase Gene, Partial Cds. July 2016. NCBI Nucleotide Database, 1304467, NCBI Nucleotide, http://www.ncbi.nlm.nih.gov/nuccore/U36932.1."
